Module_id,Module_name,Sample,KEMET_like_status_3state
M00609,"Cysteine biosynthesis, methionine => cysteine",Acid Mine Drainage 2010484004,INCOMPLETE
M00611,Oxygenic_photosynthesis_in_plants_and_cyanobacteria,Acid Mine Drainage 2010484004,INCOMPLETE
M00612,Anoxygenic_photosynthesis_in_purple_bacteria,Acid Mine Drainage 2010484004,INCOMPLETE
M00613,Anoxygenic_photosynthesis_in_green_nonsulfur_bacteria,Acid Mine Drainage 2010484004,INCOMPLETE
M00614,Anoxygenic_photosynthesis_in_green_sulfur_bacteria,Acid Mine Drainage 2010484004,INCOMPLETE
M00615,Nitrate_assimilation,Acid Mine Drainage 2010484004,INCOMPLETE
M00616,Sulfate-sulfur_assimilation,Acid Mine Drainage 2010484004,INCOMPLETE
M00617,Methanogen,Acid Mine Drainage 2010484004,INCOMPLETE
M00618,Acetogen,Acid Mine Drainage 2010484004,INCOMPLETE
M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Acid Mine Drainage 2010484004,INCOMPLETE
M00622,"Nicotinate degradation, nicotinate => fumarate",Acid Mine Drainage 2010484004,INCOMPLETE
M00623,"Phthalate degradation, phthalate => protocatechuate",Acid Mine Drainage 2010484004,INCOMPLETE
M00624,"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",Acid Mine Drainage 2010484004,INCOMPLETE
M00625,Methicillin resistance,Acid Mine Drainage 2010484004,INCOMPLETE
M00627,"beta-Lactam resistance, Bla system",Acid Mine Drainage 2010484004,INCOMPLETE
M00630,"D-Galacturonate degradation (fungi), D-galacturonate => glycerol",Acid Mine Drainage 2010484004,INCOMPLETE
M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",Acid Mine Drainage 2010484004,INCOMPLETE
M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",Acid Mine Drainage 2010484004,INCOMPLETE
M00633,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P",Acid Mine Drainage 2010484004,INCOMPLETE
M00636,"Phthalate degradation, phthalate => protocatechuate",Acid Mine Drainage 2010484004,INCOMPLETE
M00637,"Anthranilate degradation, anthranilate => catechol",Acid Mine Drainage 2010484004,INCOMPLETE
M00638,"Salicylate degradation, salicylate => gentisate",Acid Mine Drainage 2010484004,INCOMPLETE
M00639,"Multidrug resistance, efflux pump MexCD-OprJ",Acid Mine Drainage 2010484004,INCOMPLETE
M00641,"Multidrug resistance, efflux pump MexEF-OprN",Acid Mine Drainage 2010484004,INCOMPLETE
M00642,"Multidrug resistance, efflux pump MexJK-OprM",Acid Mine Drainage 2010484004,INCOMPLETE
M00643,"Multidrug resistance, efflux pump MexXY-OprM",Acid Mine Drainage 2010484004,INCOMPLETE
M00649,"Multidrug resistance, efflux pump AdeABC",Acid Mine Drainage 2010484004,INCOMPLETE
M00651,"Vancomycin resistance, D-Ala-D-Lac type",Acid Mine Drainage 2010484004,INCOMPLETE
M00652,"Vancomycin resistance, D-Ala-D-Ser type",Acid Mine Drainage 2010484004,INCOMPLETE
M00660,"Xanthomonas spp. pathogenicity signature, T3SS and effectors",Acid Mine Drainage 2010484004,INCOMPLETE
M00661,"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline",Acid Mine Drainage 2010484004,INCOMPLETE
M00664,Nodulation,Acid Mine Drainage 2010484004,INCOMPLETE
M00672,"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin",Acid Mine Drainage 2010484004,INCOMPLETE
M00673,"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C",Acid Mine Drainage 2010484004,INCOMPLETE
M00674,"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate",Acid Mine Drainage 2010484004,INCOMPLETE
M00675,"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate",Acid Mine Drainage 2010484004,INCOMPLETE
M00696,"Multidrug resistance, efflux pump AcrEF-TolC",Acid Mine Drainage 2010484004,INCOMPLETE
M00697,"Multidrug resistance, efflux pump MdtEF-TolC",Acid Mine Drainage 2010484004,INCOMPLETE
M00698,"Multidrug resistance, efflux pump BpeEF-OprC",Acid Mine Drainage 2010484004,INCOMPLETE
M00700,"Multidrug resistance, efflux pump AbcA",Acid Mine Drainage 2010484004,INCOMPLETE
M00702,"Multidrug resistance, efflux pump NorB",Acid Mine Drainage 2010484004,INCOMPLETE
M00704,"Tetracycline resistance, efflux pump Tet38",Acid Mine Drainage 2010484004,INCOMPLETE
M00705,"Multidrug resistance, efflux pump MepA",Acid Mine Drainage 2010484004,INCOMPLETE
M00714,"Multidrug resistance, efflux pump QacA",Acid Mine Drainage 2010484004,INCOMPLETE
M00718,"Multidrug resistance, efflux pump MexAB-OprM",Acid Mine Drainage 2010484004,INCOMPLETE
M00725,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",Acid Mine Drainage 2010484004,INCOMPLETE
M00726,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",Acid Mine Drainage 2010484004,INCOMPLETE
M00730,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter",Acid Mine Drainage 2010484004,INCOMPLETE
M00736,"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A",Acid Mine Drainage 2010484004,INCOMPLETE
M00740,Methylaspartate cycle,Acid Mine Drainage 2010484004,INCOMPLETE
M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00744,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",Acid Mine Drainage 2010484004,INCOMPLETE
M00745,"Imipenem resistance, repression of porin OprD",Acid Mine Drainage 2010484004,INCOMPLETE
M00746,"Multidrug resistance, repression of porin OmpF",Acid Mine Drainage 2010484004,INCOMPLETE
M00761,"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",Acid Mine Drainage 2010484004,INCOMPLETE
M00763,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine",Acid Mine Drainage 2010484004,INCOMPLETE
M00769,"Multidrug resistance, efflux pump MexPQ-OpmE",Acid Mine Drainage 2010484004,INCOMPLETE
M00773,"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin",Acid Mine Drainage 2010484004,INCOMPLETE
M00774,"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",Acid Mine Drainage 2010484004,INCOMPLETE
M00775,"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00776,"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00777,"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",Acid Mine Drainage 2010484004,INCOMPLETE
M00778,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",Acid Mine Drainage 2010484004,INCOMPLETE
M00779,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",Acid Mine Drainage 2010484004,INCOMPLETE
M00780,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",Acid Mine Drainage 2010484004,INCOMPLETE
M00781,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",Acid Mine Drainage 2010484004,INCOMPLETE
M00782,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00783,"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",Acid Mine Drainage 2010484004,INCOMPLETE
M00784,"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",Acid Mine Drainage 2010484004,INCOMPLETE
M00785,"Cycloserine biosynthesis, arginine/serine => cycloserine",Acid Mine Drainage 2010484004,INCOMPLETE
M00786,"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",Acid Mine Drainage 2010484004,INCOMPLETE
M00787,"Bacilysin biosynthesis, prephenate => bacilysin",Acid Mine Drainage 2010484004,INCOMPLETE
M00788,"Terpentecin biosynthesis, GGAP => terpentecin",Acid Mine Drainage 2010484004,INCOMPLETE
M00789,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00790,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",Acid Mine Drainage 2010484004,INCOMPLETE
M00793,dTDP-L-rhamnose biosynthesis,Acid Mine Drainage 2010484004,COMPLETE
M00794,dTDP-6-deoxy-D-allose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00795,dTDP-beta-L-noviose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00796,dTDP-D-mycaminose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00797,dTDP-D-desosamine biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00798,dTDP-L-mycarose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00799,dTDP-L-oleandrose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00800,dTDP-L-megosamine biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00801,dTDP-L-olivose biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00802,dTDP-D-forosamine biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00803,dTDP-D-angolosamine biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",Acid Mine Drainage 2010484004,INCOMPLETE
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",Acid Mine Drainage 2010484004,INCOMPLETE
M00808,"Violacein biosynthesis, tryptophan => violacein",Acid Mine Drainage 2010484004,INCOMPLETE
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",Acid Mine Drainage 2010484004,INCOMPLETE
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",Acid Mine Drainage 2010484004,INCOMPLETE
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",Acid Mine Drainage 2010484004,INCOMPLETE
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",Acid Mine Drainage 2010484004,INCOMPLETE
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",Acid Mine Drainage 2010484004,INCOMPLETE
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",Acid Mine Drainage 2010484004,INCOMPLETE
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",Acid Mine Drainage 2010484004,INCOMPLETE
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",Acid Mine Drainage 2010484004,INCOMPLETE
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",Acid Mine Drainage 2010484004,INCOMPLETE
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",Acid Mine Drainage 2010484004,INCOMPLETE
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",Acid Mine Drainage 2010484004,INCOMPLETE
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",Acid Mine Drainage 2010484004,INCOMPLETE
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",Acid Mine Drainage 2010484004,INCOMPLETE
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",Acid Mine Drainage 2010484004,INCOMPLETE
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",Acid Mine Drainage 2010484004,INCOMPLETE
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",Acid Mine Drainage 2010484004,INCOMPLETE
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",Acid Mine Drainage 2010484004,INCOMPLETE
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Acid Mine Drainage 2010484004,INCOMPLETE
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Acid Mine Drainage 2010484004,INCOMPLETE
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Acid Mine Drainage 2010484004,INCOMPLETE
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Acid Mine Drainage 2010484004,INCOMPLETE
M00844,"Arginine biosynthesis, ornithine => arginine",Acid Mine Drainage 2010484004,1 BLOCK MISSING
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Acid Mine Drainage 2010484004,INCOMPLETE
M00846,"Siroheme biosynthesis, glutamate => siroheme",Acid Mine Drainage 2010484004,INCOMPLETE
M00847,"Heme biosynthesis, archaea, siroheme => heme",Acid Mine Drainage 2010484004,INCOMPLETE
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",Acid Mine Drainage 2010484004,INCOMPLETE
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Acid Mine Drainage 2010484004,INCOMPLETE
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",Acid Mine Drainage 2010484004,INCOMPLETE
M00851,Carbapenem resistance,Acid Mine Drainage 2010484004,INCOMPLETE
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",Acid Mine Drainage 2010484004,INCOMPLETE
M00853,"ETEC pathogenicity signature, colonization factors",Acid Mine Drainage 2010484004,INCOMPLETE
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Acid Mine Drainage 2010484004,INCOMPLETE
M00855,"Glycogen degradation, glycogen => glucose-6P",Acid Mine Drainage 2010484004,INCOMPLETE
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",Acid Mine Drainage 2010484004,INCOMPLETE
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",Acid Mine Drainage 2010484004,INCOMPLETE
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid Mine Drainage 2010484004,INCOMPLETE
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid Mine Drainage 2010484004,INCOMPLETE
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid Mine Drainage 2010484004,INCOMPLETE
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",Acid Mine Drainage 2010484004,INCOMPLETE
M00867,KDO2-lipid A modification pathway,Acid Mine Drainage 2010484004,INCOMPLETE
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",Acid Mine Drainage 2010484004,INCOMPLETE
M00872,"O-glycan biosynthesis, mannose type (core M3)",Acid Mine Drainage 2010484004,INCOMPLETE
M00873,"Fatty acid biosynthesis in mitochondria, animals",Acid Mine Drainage 2010484004,INCOMPLETE
M00874,"Fatty acid biosynthesis in mitochondria, fungi",Acid Mine Drainage 2010484004,INCOMPLETE
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",Acid Mine Drainage 2010484004,INCOMPLETE
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",Acid Mine Drainage 2010484004,INCOMPLETE
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",Acid Mine Drainage 2010484004,INCOMPLETE
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",Acid Mine Drainage 2010484004,INCOMPLETE
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",Acid Mine Drainage 2010484004,INCOMPLETE
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Acid Mine Drainage 2010484004,INCOMPLETE
M00889,"Puromycin biosynthesis, ATP => puromycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",Acid Mine Drainage 2010484004,INCOMPLETE
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",Acid Mine Drainage 2010484004,INCOMPLETE
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",Acid Mine Drainage 2010484004,INCOMPLETE
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",Acid Mine Drainage 2010484004,INCOMPLETE
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",Acid Mine Drainage 2010484004,INCOMPLETE
M00900,"Crocin biosynthesis, crocetin => crocin",Acid Mine Drainage 2010484004,INCOMPLETE
M00901,"Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",Acid Mine Drainage 2010484004,INCOMPLETE
M00902,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",Acid Mine Drainage 2010484004,INCOMPLETE
M00903,"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",Acid Mine Drainage 2010484004,INCOMPLETE
M00904,"Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",Acid Mine Drainage 2010484004,INCOMPLETE
M00905,"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",Acid Mine Drainage 2010484004,INCOMPLETE
M00906,"Ethynylserine biosynthesis, lysine => ethynylserine",Acid Mine Drainage 2010484004,INCOMPLETE
M00909,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",Acid Mine Drainage 2010484004,INCOMPLETE
M00910,Phenylalanine_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00911,Riboflavin_biosynthesis_fungi,Acid Mine Drainage 2010484004,INCOMPLETE
M00912,NAD_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00913,Pantothenate_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00914,Coenzyme_A_biosynthesis_archaea,Acid Mine Drainage 2010484004,INCOMPLETE
M00915,Caffeine_degradation,Acid Mine Drainage 2010484004,INCOMPLETE
M00916,Pyridoxal-P_biosynthesis,Acid Mine Drainage 2010484004,COMPLETE
M00917,Phytosterol_biosynthesis_squalene_2,Acid Mine Drainage 2010484004,INCOMPLETE
M00918,Aerobactin_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00919,Ectoine_degradation,Acid Mine Drainage 2010484004,INCOMPLETE
M00921,Cyclooctatin_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00922,CMP-Neu5Ac_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00923,UDP-L-FucNAm_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00924,Cobalamin_biosynthesis_anaerobicc-diamide,Acid Mine Drainage 2010484004,INCOMPLETE
M00925,Cobalamin_biosynthesis_aerobicc-diamide,Acid Mine Drainage 2010484004,INCOMPLETE
M00926,Heme_biosynthesis_bacteria,Acid Mine Drainage 2010484004,INCOMPLETE
M00927,Gibberellin_A12_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00928,Gibberellin_A4--A1_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00929,Gibberellin_A1_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00930,Menaquinone_biosynthesis_futalosine_pathway,Acid Mine Drainage 2010484004,INCOMPLETE
M00931,Menaquinone_biosynthesis_modified_futalosine_pathway,Acid Mine Drainage 2010484004,INCOMPLETE
M00932,Phylloquinone_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00933,Plastoquinone_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00934,Mycinamicin_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00935,Methanofuran_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00936,Melatonin_biosynthesis_plants,Acid Mine Drainage 2010484004,INCOMPLETE
M00937,Aflatoxin_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00938,Pyrimidine_deoxyribonucleotide_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00939,Pyrimidine_degradation,Acid Mine Drainage 2010484004,INCOMPLETE
M00940,Flavanone_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00941,Isoflavone_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
M00942,Pterocarpan_biosynthesis,Acid Mine Drainage 2010484004,INCOMPLETE
